ResumeText,JobDescription,Label
terraform ci/cd jenkins aws,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",63
kafka mysql spring react java pytorch,"Java Developer with Spring Boot, Hibernate, and Microservices experience",75
flutter swift java machine learning tensorflow,"iOS Engineer required with Swift, Objective-C, and UIKit",48
agile product management pmp stakeholder management business analysis react helm,"Product Manager with Agile, Scrum, and stakeholder management",70
spark pandas hadoop,"Data Engineer with Python, Spark, and Hadoop",48
microservices hibernate spring boot spring gcp,Hiring full stack Java developer with React and Spring Boot,64
pytorch scikit-learn nlp tensorflow python jenkins business analysis typescript,"ML Engineer required with scikit-learn, TensorFlow, and big data",84
gcp helm azure aws kubernetes terraform manual testing,Hiring Solutions Architect for AWS and Kubernetes deployments,86
c# entity framework asp.net,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",42
objective-c react native android jenkins,Hiring cross-platform mobile developer with Flutter and React Native,54
python machine learning r nlp ml c# scrum web api,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",85
tensorflow machine learning python azure,"ML Engineer required with scikit-learn, TensorFlow, and big data",40
testng junit cypress selenium manual testing,"QA Engineer with Selenium, Cypress, and test automation experience",80
terraform jenkins grafana kubernetes ci/cd tensorflow business analysis typescript,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",77
tensorflow pandas scikit-learn django python,"Python Developer with Django, Flask, and REST APIs",76
android swift ios objective-c kotlin hibernate mysql entity framework,"iOS Engineer required with Swift, Objective-C, and UIKit",77
product management pmp stakeholder management scrum,"Product Manager with Agile, Scrum, and stakeholder management",60
product management pmp agile,"Product Manager with Agile, Scrum, and stakeholder management",52
pmp scrum agile business analysis product management stakeholder management pytorch,Project Manager required with PMP and Agile methodologies,95
grafana kubernetes terraform aws ios product management,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",59
c# azure web api entity framework asp.net,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",77
prometheus kubernetes grafana ci/cd swift,"Hiring SRE with Kubernetes, Prometheus, and Grafana",57
android ios java objective-c mvc,Android Developer with Kotlin and Java experience,58
objective-c java react native android swift kotlin azure,Hiring cross-platform mobile developer with Flutter and React Native,91
scikit-learn tensorflow deep learning,"Data Scientist with Python, R, and machine learning expertise",53
agile stakeholder management business analysis pmp product management scrum asp.net core qa,Hiring Business Analyst with strong requirements gathering skills,96
typescript react javascript css html angular testng entity framework,Hiring web developer skilled in modern frontend frameworks,90
mvc c# asp.net python mysql hibernate,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",53
stakeholder management scrum agile pmp automation,Project Manager required with PMP and Agile methodologies,65
angular mvc web api c# azure,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",75
tensorflow pandas flask python java agile kubernetes,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",61
scikit-learn nlp tensorflow spark react,"Data Scientist with Python, R, and machine learning expertise",47
testng manual testing junit automation scikit-learn,"SDET required with Java, TestNG, and JUnit",62
scrum product management agile business analysis stakeholder management pmp,"Product Manager with Agile, Scrum, and stakeholder management",96
django pandas scikit-learn terraform java,"Data Engineer with Python, Spark, and Hadoop",51
ios swift android java kotlin objective-c c#,Hiring cross-platform mobile developer with Flutter and React Native,93
azure helm aws kubernetes ci/cd,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",71
javascript typescript angular mvc,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",42
microservices spring hibernate java product management django objective-c,"Java Developer with Spring Boot, Hibernate, and Microservices experience",65
pytorch machine learning ml r python html,"Data Scientist with Python, R, and machine learning expertise",70
tensorflow hadoop python flask scikit-learn django javascript r typescript,"Python Developer with Django, Flask, and REST APIs",90
sql mvc c# azure pmp ci/cd,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",56
kotlin android react native objective-c ios flutter c#,"iOS Engineer required with Swift, Objective-C, and UIKit",88
ci/cd grafana prometheus kubernetes docker jenkins ios agile business analysis,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",94
machine learning nlp deep learning python,"ML Engineer required with scikit-learn, TensorFlow, and big data",67
cypress testng junit automation selenium manual testing ci/cd terraform,"QA Engineer with Selenium, Cypress, and test automation experience",98
prometheus docker ci/cd grafana helm scikit-learn ios,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",70
hadoop spark python css,"Python Developer with Django, Flask, and REST APIs",45
asp.net mvc angular azure asp.net core,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",77
grafana docker kubernetes prometheus,"Hiring SRE with Kubernetes, Prometheus, and Grafana",61
mvc sql angular aws terraform,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",42
microservices spring boot mysql spring kafka pmp vue asp.net core,"Backend Java engineer required with Spring, Kafka, and MySQL skills",84
gcp aws ci/cd helm,Hiring Solutions Architect for AWS and Kubernetes deployments,63
pandas django python spring,"Python Developer with Django, Flask, and REST APIs",51
pmp stakeholder management product management agile terraform automation,Hiring Business Analyst with strong requirements gathering skills,55
flutter swift java react native ios,Android Developer with Kotlin and Java experience,72
pytorch deep learning r ml machine learning tensorflow,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",94
javascript typescript react vue angular css automation tensorflow web api,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",95
gcp helm ci/cd azure kubernetes deep learning ml,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",84
spring boot mysql spring java kafka hibernate vue,"Java Developer with Spring Boot, Hibernate, and Microservices experience",92
python nlp ml pytorch deep learning scikit-learn react asp.net automation,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",86
java objective-c kotlin android,Hiring cross-platform mobile developer with Flutter and React Native,63
java hibernate spring boot mysql r,"Java Developer with Spring Boot, Hibernate, and Microservices experience",66
java hibernate kafka r aws,"Java Developer with Spring Boot, Hibernate, and Microservices experience",51
vue javascript react,Hiring web developer skilled in modern frontend frameworks,44
testng selenium cypress junit qa prometheus pandas hibernate,"QA Engineer with Selenium, Cypress, and test automation experience",71
junit cypress testng selenium react native,"SDET required with Java, TestNG, and JUnit",61
junit selenium testng automation cypress android,Hiring Software Tester with manual and automation testing skills,73
stakeholder management scrum agile pmp business analysis,"Product Manager with Agile, Scrum, and stakeholder management",76
web api sql entity framework scrum,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",41
ci/cd terraform helm azure spark,Hiring Solutions Architect for AWS and Kubernetes deployments,61
asp.net core asp.net mvc azure web api ci/cd deep learning,".NET Core developer required with strong C#, Entity Framework, and Web API skills",70
product management scrum stakeholder management,Project Manager required with PMP and Agile methodologies,44
scrum agile pmp grafana,"Product Manager with Agile, Scrum, and stakeholder management",50
sql c# asp.net core web api nlp hadoop,".NET Core developer required with strong C#, Entity Framework, and Web API skills",58
cypress qa automation testng selenium,Hiring Software Tester with manual and automation testing skills,78
pytorch python deep learning angular,"Data Scientist with Python, R, and machine learning expertise",49
django tensorflow scikit-learn tensorflow pmp,"Python Developer with Django, Flask, and REST APIs",47
machine learning pytorch scikit-learn,"ML Engineer required with scikit-learn, TensorFlow, and big data",52
flask hadoop scikit-learn django spark python,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",92
html vue javascript react typescript angular react c# pmp,Hiring web developer skilled in modern frontend frameworks,90
aws prometheus ci/cd docker terraform,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",77
r nlp python grafana,"ML Engineer required with scikit-learn, TensorFlow, and big data",54
react html css angular python python android,Hiring web developer skilled in modern frontend frameworks,63
aws kubernetes grafana docker prometheus jenkins angular,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",88
pytorch nlp r testng asp.net core,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",44
jenkins aws prometheus kubernetes docker ci/cd spark kafka hadoop,"Hiring SRE with Kubernetes, Prometheus, and Grafana",90
manual testing junit selenium qa testng agile,Hiring Software Tester with manual and automation testing skills,80
microservices java kafka react hibernate android,"Backend Java engineer required with Spring, Kafka, and MySQL skills",82
aws ci/cd helm gcp machine learning ci/cd manual testing,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",56
scrum pmp stakeholder management web api gcp spark,Hiring Business Analyst with strong requirements gathering skills,55
